Key,Customer ID
7553,TZ-21580
7554,VB-11745
7555,VB-21745
7556,VD-11670
7557,VD-21670
7558,VF-11715
7559,VF-21715
7560,VG-11790
7561,VG-11805
7562,VG-21790
7563,VG-21805
7564,VM-11685
7565,VM-11835
7566,VM-21685
7567,VM-21835
7568,VP-11730
7569,VP-11760
7570,VP-21730
7571,VP-21760
7572,VS-11820
7573,VS-21820
7574,VT-11700
7575,VT-21700
7576,VW-11775
7577,VW-21775
7578,WB-11850
7579,WB-21850
7580,XP-11865
7581,XP-21865
7582,YC-11895
7583,YC-21895
7584,YS-11880
7585,YS-21880
7586,ZC-11910
7587,ZC-21910
7588,ZD-11925
7589,ZD-21925
